央视频道,#genre#
湖南都市,http://gslbserv.itv.cmvideo.cn/1.m3u8?Contentid=4682579636905393407&channel-id=hnbblive&livemode=1&stbId=iptv
湖南国际,http://gslbserv.itv.cmvideo.cn/1.m3u8?Contentid=5015828848322021526&channel-id=hnbblive&livemode=1&stbId=iptv
湖南娱乐,http://gslbserv.itv.cmvideo.cn/1.m3u8?Contentid=6427893650335440392&channel-id=hnbblive&livemode=1&stbId=iptv
湖南爱晚,http://gslbserv.itv.cmvideo.cn/1.m3u8?Contentid=6307875884530512195&channel-id=hnbblive&livemode=1&stbId=iptv
湖南电影,http://gslbserv.itv.cmvideo.cn/1.m3u8?Contentid=7884242846753128038&channel-id=hnbblive&livemode=1&stbId=iptv
湖南电视剧,http://gslbserv.itv.cmvideo.cn/1.m3u8?Contentid=8765482907954673867&channel-id=hnbblive&livemode=1&stbId=iptv
金鹰纪实,http://gslbserv.itv.cmvideo.cn/1.m3u8?Contentid=1000000002000011724&channel-id=hnbblive&livemode=1&stbId=iptv
山东教育,http://gslbserv.itv.cmvideo.cn/1.m3u8?Contentid=1000000002000004097&channel-id=ystenlive&livemode=1&stbId=iptv

数字频道,#genre#
睛彩竞技,http://gslbserv.itv.cmvideo.cn/1.m3u8?Contentid=1000000006000270001&channel-id=ystenlive&livemode=1&stbId=iptv
睛彩篮球,http://gslbserv.itv.cmvideo.cn/1.m3u8?Contentid=1000000006000270002&channel-id=ystenlive&livemode=1&stbId=iptv
睛彩青少,http://gslbserv.itv.cmvideo.cn/1.m3u8?Contentid=1000000006000270007&channel-id=ystenlive&livemode=1&stbId=iptv
睛彩广场舞,http://gslbserv.itv.cmvideo.cn/1.m3u8?Contentid=1000000006000270008&channel-id=ystenlive&livemode=1&stbId=iptv
哒啵赛事,http://gslbserv.itv.cmvideo.cn/1.m3u8?Contentid=1000000001000003775&channel-id=ystenlive&livemode=1&stbId=iptv
NewTV军事评论,http://gslbserv.itv.cmvideo.cn/1.m3u8?Contentid=5822616274253344775&channel-id=ystenlive&livemode=1&stbId=iptv
NewTV军旅剧场,http://gslbserv.itv.cmvideo.cn/1.m3u8?Contentid=7485075951068666323&channel-id=ystenlive&livemode=1&stbId=iptv
NewTV动作电影,http://gslbserv.itv.cmvideo.cn/1.m3u8?Contentid=1000000004000018653&channel-id=ystenlive&livemode=1&stbId=iptv
NewTV古装剧场,http://gslbserv.itv.cmvideo.cn/1.m3u8?Contentid=6859053933687922163&channel-id=ystenlive&livemode=1&stbId=iptv
NewTV家庭剧场,http://gslbserv.itv.cmvideo.cn/1.m3u8?Contentid=6316377948248689070&channel-id=ystenlive&livemode=1&stbId=iptv
NewTV中国功夫,http://gslbserv.itv.cmvideo.cn/1.m3u8?Contentid=5897056882324761054&channel-id=ystenlive&livemode=1&stbId=iptv
NewTV农业致富,http://gslbserv.itv.cmvideo.cn/1.m3u8?Contentid=6193684637634073625&channel-id=ystenlive&livemode=1&stbId=iptv
